law_id,title,candidate_grade,pending_items,events_total,events_dv_html,events_dv_pdf,events_unlocated,events_dv_offline,pdf_pages_estimate,base_source,dv_identifier
pravilnik-na-stolichen-obshtinski-savet-za-organizatsiya-i-rabota-na-fond-za-pod,"ПРАВИЛНИК НА СТОЛИЧЕН ОБЩИНСКИ СЪВЕТ ЗА ОРГАНИЗАЦИЯ И РАБОТА НА ФОНД ЗА ПОДКРЕПА НА УЧАЩИ И ИЗЯВЕНИ ДЕЦА В ОБЛАСТИТЕ КУЛТУРА, ИЗКУСТВА, НАУКА И ОБРАЗОВАНИЕ, СПОРТ",B-pending,chain_scan;promulgation_unknown;freeze,0,0,0,0,0,0,unlocated,
pravilnik-na-stolichen-obshtinski-savet-za-organizatsiya-i-rabota-na-spetsializi,ПРАВИЛНИК НА СТОЛИЧЕН ОБЩИНСКИ СЪВЕТ ЗА ОРГАНИЗАЦИЯ И РАБОТА НА СПЕЦИАЛИЗИРАНИЯ ОБЩИНСКИ ПРИВАТИЗАЦИОНЕН ФОНД (СОПФ),B-pending,chain_scan;promulgation_unknown;freeze,0,0,0,0,0,0,unlocated,
pravilnik-na-stolichen-obshtinski-savet-za-organizatsiyata-i-deynostta-na-konsul,ПРАВИЛНИК НА СТОЛИЧЕН ОБЩИНСКИ СЪВЕТ ЗА ОРГАНИЗАЦИЯТА И ДЕЙНОСТТА НА КОНСУЛТАТИВНИЯ СЪВЕТ ПО ВЪПРОСИТЕ НА ТУРИЗМА ПРИ СТОЛИЧНА ОБЩИНА,B-pending,chain_scan;promulgation_unknown;freeze,0,0,0,0,0,0,unlocated,
pravilnik-na-stolichen-obshtinski-savet-za-organizatsiyata-i-deynostta-na-konsul-2,ПРАВИЛНИК НА СТОЛИЧЕН ОБЩИНСКИ СЪВЕТ ЗА ОРГАНИЗАЦИЯТА И ДЕЙНОСТТА НА КОНСУЛТАТИВНИЯ СЪВЕТ ПО ПОЛИТИКИТЕ ЗА МЛАДЕЖТА КЪМ КМЕТА НА СТОЛИЧНА ОБЩИНА,B-pending,chain_scan;promulgation_unknown;freeze,0,0,0,0,0,0,unlocated,
pravilnik-na-stolichen-obshtinski-savet-za-organizatsiyata-i-deynostta-na-obshte,ПРАВИЛНИК НА СТОЛИЧЕН ОБЩИНСКИ СЪВЕТ ЗА ОРГАНИЗАЦИЯТА И ДЕЙНОСТТА НА ОБЩЕСТВЕН СЪВЕТ ЗА СОЦИАЛНА ПОЛИТИКА ПРИ СТОЛИЧНА ОБЩИНА,B-pending,chain_scan;promulgation_unknown;freeze,0,0,0,0,0,0,unlocated,
pravilnik-na-stolichen-obshtinski-savet-za-organizatsiyata-i-deynostta-na-obshte-2,ПРАВИЛНИК НА СТОЛИЧЕН ОБЩИНСКИ СЪВЕТ ЗА ОРГАНИЗАЦИЯТА И ДЕЙНОСТТА НА ОБЩЕСТВЕН СЪВЕТ ПО ДОСТЪПНОСТ И ИНТЕГРАЦИЯ НА ХОРА С УВРЕЖДАНИЯ КЪМ СТОЛИЧНИЯ ОБЩИНСКИ СЪВЕТ,B-pending,chain_scan;promulgation_unknown;freeze,0,0,0,0,0,0,unlocated,
pravilnik-na-stolichen-obshtinski-savet-za-organizatsiyata-i-deynostta-na-obshte-3,ПРАВИЛНИК НА СТОЛИЧЕН ОБЩИНСКИ СЪВЕТ ЗА ОРГАНИЗАЦИЯТА И ДЕЙНОСТТА НА ОБЩЕСТВЕНИЯ ПОСРЕДНИК НА ТЕРИТОРИЯТА НА СТОЛИЧНА ОБЩИНА,B-pending,chain_scan;promulgation_unknown;freeze,0,0,0,0,0,0,unlocated,
pravilnik-na-stolichen-obshtinski-savet-za-organizatsiyata-i-deynostta-na-obshti,ПРАВИЛНИК НА СТОЛИЧЕН ОБЩИНСКИ СЪВЕТ ЗА ОРГАНИЗАЦИЯТА И ДЕЙНОСТТА НА ОБЩИНСКИЯ ГАРАНЦИОНЕН ФОНД ЗА МАЛКИ И СРЕДНИ ПРЕДПРИЯТИЯ НА СТОЛИЧНА ОБЩИНА,B-pending,chain_scan;promulgation_unknown;freeze,0,0,0,0,0,0,unlocated,
pravilnik-na-stolichen-obshtinski-savet-za-organizatsiyata-i-deynostta-na-obshti-2,ПРАВИЛНИК НА СТОЛИЧЕН ОБЩИНСКИ СЪВЕТ ЗА ОРГАНИЗАЦИЯТА И ДЕЙНОСТТА НА ОБЩИНСКИЯ СЪВЕТ ПО НАРКОТИЧНИ ВЕЩЕСТВА - СОФИЯ,B-pending,chain_scan;promulgation_unknown;freeze,0,0,0,0,0,0,unlocated,
pravilnik-na-stolichen-obshtinski-savet-za-organizatsiyata-i-deynostta-na-rayone,ПРАВИЛНИК НА СТОЛИЧЕН ОБЩИНСКИ СЪВЕТ ЗА ОРГАНИЗАЦИЯТА И ДЕЙНОСТТА НА РАЙОНЕН СЪВЕТ - ГР. СОФИЯ,B-pending,chain_scan;promulgation_unknown;freeze,0,0,0,0,0,0,unlocated,
pravilnik-na-stolichen-obshtinski-savet-za-organizatsiyata-i-deynostta-na-savet-,ПРАВИЛНИК НА СТОЛИЧЕН ОБЩИНСКИ СЪВЕТ ЗА ОРГАНИЗАЦИЯТА И ДЕЙНОСТТА НА СЪВЕТ ПО ВЪПРОСИТЕ НА СОЦИАЛНИТЕ УСЛУГИ ПРИ СТОЛИЧНА ОБЩИНА,B-pending,chain_scan;promulgation_unknown;freeze,0,0,0,0,0,0,unlocated,
pravilnik-na-stolichen-obshtinski-savet-za-organizatsiyata-i-deynostta-na-saveta,"ПРАВИЛНИК НА СТОЛИЧЕН ОБЩИНСКИ СЪВЕТ ЗА ОРГАНИЗАЦИЯТА И ДЕЙНОСТТА НА СЪВЕТА ЗА УПРАВЛЕНИЕ НА БОРБАТА С ПОДКУПВАНЕТО В СТОЛИЧНА ОБЩИНА (СУБПСО) ПО МЕЖДУНАРОДЕН СТАНДАРТ БДС EN ISO 37001:2016 - ""СИСТЕМА ЗА УПРАВЛЕНИЕ НА БОРБАТА С ПОДКУПВАНЕТО""",B-pending,chain_scan;promulgation_unknown;freeze,0,0,0,0,0,0,unlocated,
pravilnik-na-stolichen-obshtinski-savet-za-organizatsiyata-i-deynostta-na-stolic,ПРАВИЛНИК НА СТОЛИЧЕН ОБЩИНСКИ СЪВЕТ ЗА ОРГАНИЗАЦИЯТА И ДЕЙНОСТТА НА СТОЛИЧЕН ИНСПЕКТОРАТ КЪМ СТОЛИЧНА ОБЩИНА,B-pending,chain_scan;promulgation_unknown;freeze,0,0,0,0,0,0,unlocated,
pravilnik-na-stolichen-obshtinski-savet-za-organizatsiyata-i-deynostta-na-stolic-2,ПРАВИЛНИК НА СТОЛИЧЕН ОБЩИНСКИ СЪВЕТ ЗА ОРГАНИЗАЦИЯТА И ДЕЙНОСТТА НА СТОЛИЧНИЯ ОБЩИНСКИ СЪВЕТ (ЗАГЛ. ИЗМ. - РЕШЕНИЕ № 84 ПО ПРОТОКОЛ № 7 ОТ 28.02.2008 Г.),B-pending,chain_scan;promulgation_unknown;freeze,0,0,0,0,0,0,unlocated,
pravilnik-na-stolichen-obshtinski-savet-za-organizatsiyata-na-deynostta-na-obsht,"ПРАВИЛНИК НА СТОЛИЧЕН ОБЩИНСКИ СЪВЕТ ЗА ОРГАНИЗАЦИЯТА НА ДЕЙНОСТТА НА ОБЩИНСКО ПРЕДПРИЯТИЕ ""ГРОБИЩНИ ПАРКОВЕ""",B-pending,chain_scan;promulgation_unknown;freeze,0,0,0,0,0,0,unlocated,
pravilnik-na-stolichen-obshtinski-savet-za-organizatsiyata-na-deynostta-na-obsht-2,"ПРАВИЛНИК НА СТОЛИЧЕН ОБЩИНСКИ СЪВЕТ ЗА ОРГАНИЗАЦИЯТА НА ДЕЙНОСТТА НА ОБЩИНСКО ПРЕДПРИЯТИЕ ""ЕКОРАВНОВЕСИЕ""",B-pending,chain_scan;promulgation_unknown;freeze,0,0,0,0,0,0,unlocated,
pravilnik-na-stolichen-obshtinski-savet-za-organizatsiyata-na-deynostta-na-obsht-3,"ПРАВИЛНИК НА СТОЛИЧЕН ОБЩИНСКИ СЪВЕТ ЗА ОРГАНИЗАЦИЯТА НА ДЕЙНОСТТА НА ОБЩИНСКО ПРЕДПРИЯТИЕ ""ЗООЛОГИЧЕСКА ГРАДИНА СОФИЯ""",B-pending,chain_scan;promulgation_unknown;freeze,0,0,0,0,0,0,unlocated,
pravilnik-na-stolichen-obshtinski-savet-za-organizatsiyata-na-deynostta-na-obsht-4,"ПРАВИЛНИК НА СТОЛИЧЕН ОБЩИНСКИ СЪВЕТ ЗА ОРГАНИЗАЦИЯТА НА ДЕЙНОСТТА НА ОБЩИНСКО ПРЕДПРИЯТИЕ ""СОЦИАЛЕН ПАТРОНАЖ""",B-pending,chain_scan;promulgation_unknown;freeze,0,0,0,0,0,0,unlocated,
pravilnik-na-stolichen-obshtinski-savet-za-organizatsiyata-na-deynostta-na-obsht-5,"ПРАВИЛНИК НА СТОЛИЧЕН ОБЩИНСКИ СЪВЕТ ЗА ОРГАНИЗАЦИЯТА НА ДЕЙНОСТТА НА ОБЩИНСКО ПРЕДПРИЯТИЕ ""СТАРА СОФИЯ"" СЪС СОФИЙСКИ ИСТОРИЧЕСКИ МУЗЕЙ",B-pending,chain_scan;promulgation_unknown;freeze,0,0,0,0,0,0,unlocated,
pravilnik-na-stolichen-obshtinski-savet-za-organizatsiyata-na-deynostta-na-obsht-6,"ПРАВИЛНИК НА СТОЛИЧЕН ОБЩИНСКИ СЪВЕТ ЗА ОРГАНИЗАЦИЯТА НА ДЕЙНОСТТА НА ОБЩИНСКО ПРЕДПРИЯТИЕ ""СТОЛИЧНО ПРЕДПРИЯТИЕ ЗА ТРЕТИРАНЕ НА ОТПАДЪЦИ""",B-pending,chain_scan;promulgation_unknown;freeze,0,0,0,0,0,0,unlocated,
pravilnik-na-stolichen-obshtinski-savet-za-organizatsiyata-na-deynostta-na-obsht-7,"ПРАВИЛНИК НА СТОЛИЧЕН ОБЩИНСКИ СЪВЕТ ЗА ОРГАНИЗАЦИЯТА НА ДЕЙНОСТТА НА ОБЩИНСКО ПРЕДПРИЯТИЕ ""ТУРИЗЪМ"" (ЗАГЛ. ИЗМ. - РЕШЕНИЕ № 555 ПО ПРОТОКОЛ № 67 ОТ 11.09.2014 Г.)",B-pending,chain_scan;promulgation_unknown;freeze,0,0,0,0,0,0,unlocated,
pravilnik-na-stolichen-obshtinski-savet-za-organizatsiyata-na-deynostta-na-obsht-8,"ПРАВИЛНИК НА СТОЛИЧЕН ОБЩИНСКИ СЪВЕТ ЗА ОРГАНИЗАЦИЯТА НА ДЕЙНОСТТА НА ОБЩИНСКО ПРЕДПРИЯТИЕ ""УПРАВЛЕНИЕ НА ОБЩИНСКИ ЗЕМИ И ГОРИ""",B-pending,chain_scan;promulgation_unknown;freeze,0,0,0,0,0,0,unlocated,
pravilnik-na-stolichen-obshtinski-savet-za-osashtestvyavane-na-deynostta-na-obsh,"ПРАВИЛНИК НА СТОЛИЧЕН ОБЩИНСКИ СЪВЕТ ЗА ОСЪЩЕСТВЯВАНЕ НА ДЕЙНОСТТА НА ОБЩИНСКО ПРЕДПРИЯТИЕ ""СОФИЯПЛАН""",B-pending,chain_scan;promulgation_unknown;freeze,0,0,0,0,0,0,unlocated,
pravilnik-na-stolichen-obshtinski-savet-za-otlichiyata-na-stolichniya-obshtinski,ПРАВИЛНИК НА СТОЛИЧЕН ОБЩИНСКИ СЪВЕТ ЗА ОТЛИЧИЯТА НА СТОЛИЧНИЯ ОБЩИНСКИ СЪВЕТ,B-pending,chain_scan;promulgation_unknown;freeze,0,0,0,0,0,0,unlocated,
pravilnik-na-stolichen-obshtinski-savet-za-upravlenie-na-kachestvoto-v-stolichna,"ПРАВИЛНИК НА СТОЛИЧЕН ОБЩИНСКИ СЪВЕТ ЗА УПРАВЛЕНИЕ НА КАЧЕСТВОТО В СТОЛИЧНА ОБЩИНА И РАБОТАТА НА СЪВЕТА ЗА УПРАВЛЕНИЕ НА КАЧЕСТВОТО НА СТОЛИЧНА ОБЩИНА (СУКСО) ПО МЕЖДУНАРОДЕН СТАНДАРТ БДС EN ISO 9001 - ""СИСТЕМИ ЗА УПРАВЛЕНИЕ НА КАЧЕСТВОТО""",B-pending,chain_scan;promulgation_unknown;freeze,0,0,0,0,0,0,unlocated,
pravilnik-na-stolichen-obshtinski-savet-za-ustroystvoto-i-deynostta-na-obshtinsk,"ПРАВИЛНИК НА СТОЛИЧЕН ОБЩИНСКИ СЪВЕТ ЗА УСТРОЙСТВОТО И ДЕЙНОСТТА НА ОБЩИНСКИ КУЛТУРЕН ИНСТИТУТ ""МУЗЕЙ ЗА ИСТОРИЯ НА СОФИЯ""",B-pending,chain_scan;promulgation_unknown;freeze,0,0,0,0,0,0,unlocated,
pravilnik-na-stolichen-obshtinski-savet-za-ustroystvoto-i-deynostta-na-obshtinsk-2,"ПРАВИЛНИК НА СТОЛИЧЕН ОБЩИНСКИ СЪВЕТ ЗА УСТРОЙСТВОТО И ДЕЙНОСТТА НА ОБЩИНСКИ КУЛТУРЕН ИНСТИТУТ ГАЛЕРИЯ-МУЗЕЙ ""ДЕЧКО УЗУНОВ""",B-pending,chain_scan;promulgation_unknown;freeze,0,0,0,0,0,0,unlocated,
pravilnik-na-stolichen-obshtinski-savet-za-ustroystvoto-i-deynostta-na-regionale,ПРАВИЛНИК НА СТОЛИЧЕН ОБЩИНСКИ СЪВЕТ ЗА УСТРОЙСТВОТО И ДЕЙНОСТТА НА РЕГИОНАЛЕН МУЗЕЙ - ГР. СОФИЯ,B-pending,chain_scan;promulgation_unknown;freeze,0,0,0,0,0,0,unlocated,
pravilnik-na-stolichen-obshtinski-savet-za-ustroystvoto-i-deynostta-na-saveta-po,ПРАВИЛНИК НА СТОЛИЧЕН ОБЩИНСКИ СЪВЕТ ЗА УСТРОЙСТВОТО И ДЕЙНОСТТА НА СЪВЕТА ПО БЕЗОПАСНОСТ НА ДВИЖЕНИЕТО НА ДЕЦАТА В СОФИЯ ПРИ СТОЛИЧНА ОБЩИНА,B-pending,chain_scan;promulgation_unknown;freeze,0,0,0,0,0,0,unlocated,
pravilnik-na-stolichen-obshtinski-savet-za-ustroystvoto-i-deynostta-na-sofiyska-,ПРАВИЛНИК НА СТОЛИЧЕН ОБЩИНСКИ СЪВЕТ ЗА УСТРОЙСТВОТО И ДЕЙНОСТТА НА СОФИЙСКА ГРАДСКА ХУДОЖЕСТВЕНА ГАЛЕРИЯ,B-pending,chain_scan;promulgation_unknown;freeze,0,0,0,0,0,0,unlocated,
pravilnik-na-stolichen-obshtinski-savet-za-ustroystvoto-i-deynostta-na-stolichen,ПРАВИЛНИК НА СТОЛИЧЕН ОБЩИНСКИ СЪВЕТ ЗА УСТРОЙСТВОТО И ДЕЙНОСТТА НА СТОЛИЧЕН ЦЕНТЪР ЗА ПРЕВЕНЦИЯ НА ПРАВОНАРУШЕНИЯТА,B-pending,chain_scan;promulgation_unknown;freeze,0,0,0,0,0,0,unlocated,
pravilnik-na-stolichen-obshtinski-savet-za-ustroystvoto-i-deynostta-na-tsentar-z,"ПРАВИЛНИК НА СТОЛИЧЕН ОБЩИНСКИ СЪВЕТ ЗА УСТРОЙСТВОТО И ДЕЙНОСТТА НА ЦЕНТЪР ЗА ПОДКРЕПА ЗА ЛИЧНОСТНО РАЗВИТИЕ - СПОРТНА ШКОЛА ""СОФИЯ"" (ЦПЛР - СШ ""СОФИЯ"")",B-pending,chain_scan;promulgation_unknown;freeze,0,0,0,0,0,0,unlocated,
pravilnik-na-stolichen-obshtinski-savet-za-ustroystvoto-i-deynostta-na-tsentar-z-2,"ПРАВИЛНИК НА СТОЛИЧЕН ОБЩИНСКИ СЪВЕТ ЗА УСТРОЙСТВОТО И ДЕЙНОСТТА НА ЦЕНТЪР ЗА ПОДКРЕПА ЗА ЛИЧНОСТНО РАЗВИТИЕ - ЦЕНТЪР ЗА ИЗКУСТВА, КУЛТУРА И ОБРАЗОВАНИЕ ""СОФИЯ""",B-pending,chain_scan;promulgation_unknown;freeze,0,0,0,0,0,0,unlocated,
pravilnik-na-stolichen-obshtinski-savet-za-ustroystvoto-i-deynostta-na-tsentar-z-3,ПРАВИЛНИК НА СТОЛИЧЕН ОБЩИНСКИ СЪВЕТ ЗА УСТРОЙСТВОТО И ДЕЙНОСТТА НА ЦЕНТЪР ЗА ПОДКРЕПА ЗА ЛИЧНОСТНО РАЗВИТИЕ ЗА КАРИЕРНО ОРИЕНТИРАНЕ И КОНСУЛТИРАНЕ,B-pending,chain_scan;promulgation_unknown;freeze,0,0,0,0,0,0,unlocated,
pravilnik-na-stolichen-obshtinski-savet-za-ustroystvoto-organizatsiyata-i-deynos,"ПРАВИЛНИК НА СТОЛИЧЕН ОБЩИНСКИ СЪВЕТ ЗА УСТРОЙСТВОТО, ОРГАНИЗАЦИЯТА И ДЕЙНОСТТА В ОБЩИНСКИ КУЛТУРЕН ИНСТИТУТ ""НАДЕЖДА"" - СОФИЯ",B-pending,chain_scan;promulgation_unknown;freeze,0,0,0,0,0,0,unlocated,
pravilnik-na-stolichen-obshtinski-savet-za-ustroystvoto-organizatsiyata-i-deynos-2,"ПРАВИЛНИК НА СТОЛИЧЕН ОБЩИНСКИ СЪВЕТ ЗА УСТРОЙСТВОТО, ОРГАНИЗАЦИЯТА И ДЕЙНОСТТА В ОБЩИНСКИ КУЛТУРЕН ИНСТИТУТ ""НАУЧНО-ОБРАЗОВАТЕЛЕН ДЕТСКИ ЦЕНТЪР ""МУЗЕЙКО""",B-pending,chain_scan;promulgation_unknown;freeze,0,0,0,0,0,0,unlocated,
pravilnik-na-stolichen-obshtinski-savet-za-ustroystvoto-organizatsiyata-i-deynos-3,"ПРАВИЛНИК НА СТОЛИЧЕН ОБЩИНСКИ СЪВЕТ ЗА УСТРОЙСТВОТО, ОРГАНИЗАЦИЯТА И ДЕЙНОСТТА В ОБЩИНСКИ КУЛТУРЕН ИНСТИТУТ - ДОМ НА КУЛТУРАТА ""СРЕДЕЦ"" - СОФИЯ",B-pending,chain_scan;promulgation_unknown;freeze,0,0,0,0,0,0,unlocated,
pravilnik-na-stolichen-obshtinski-savet-za-ustroystvoto-organizatsiyata-i-deynos-4,"ПРАВИЛНИК НА СТОЛИЧЕН ОБЩИНСКИ СЪВЕТ ЗА УСТРОЙСТВОТО, ОРГАНИЗАЦИЯТА И ДЕЙНОСТТА В ОБЩИНСКИ КУЛТУРЕН ИНСТИТУТ ДОМ НА КУЛТУРАТА ""ИСКЪР"" - СОФИЯ",B-pending,chain_scan;promulgation_unknown;freeze,0,0,0,0,0,0,unlocated,
pravilnik-na-stolichen-obshtinski-savet-za-ustroystvoto-organizatsiyata-i-deynos-5,"ПРАВИЛНИК НА СТОЛИЧЕН ОБЩИНСКИ СЪВЕТ ЗА УСТРОЙСТВОТО, ОРГАНИЗАЦИЯТА И ДЕЙНОСТТА НА ОБЩИНСКИ КУЛТУРЕН ИНСТИТУТ ДОМ НА КУЛТУРАТА ""КРАСНО СЕЛО""",B-pending,chain_scan;promulgation_unknown;freeze,0,0,0,0,0,0,unlocated,
pravilnik-na-stolichen-obshtinski-savet-za-zalavyane-i-transportirane-na-bezstop,ПРАВИЛНИК НА СТОЛИЧЕН ОБЩИНСКИ СЪВЕТ ЗА ЗАЛАВЯНЕ И ТРАНСПОРТИРАНЕ НА БЕЗСТОПАНСТВЕНИТЕ КУЧЕТА НА ТЕРИТОРИЯТА НА СТОЛИЧНА ОБЩИНА,B-pending,chain_scan;promulgation_unknown;freeze,0,0,0,0,0,0,unlocated,
pravilnik-na-velikotarnovskiya-obshtinski-savet-za-deynostta-na-obshtinskata-age,ПРАВИЛНИК НА ВЕЛИКОТЪРНОВСКИЯ ОБЩИНСКИ СЪВЕТ ЗА ДЕЙНОСТТА НА ОБЩИНСКАТА АГЕНЦИЯ ЗА ПРИВАТИЗАЦИЯ,B-pending,chain_scan;promulgation_unknown;freeze,0,0,0,0,0,0,unlocated,
pravilnik-na-velikotarnovskiya-obshtinski-savet-za-finansovo-podpomagane-na-izsl,"ПРАВИЛНИК НА ВЕЛИКОТЪРНОВСКИЯ ОБЩИНСКИ СЪВЕТ ЗА ФИНАНСОВО ПОДПОМАГАНЕ НА ИЗСЛЕДВАНИЯ И ПРОЦЕДУРИ, СВЪРЗАНИ С ЛЕЧЕНИЕ НА БЕЗПЛОДИЕ НА СЕМЕЙСТВА И ЛИЦА, ЖИВЕЕЩИ НА СЕМЕЙНИ НАЧАЛА С РЕПРОДУКТИВНИ ПРОБЛЕМИ НА ТЕРИТОРИЯТА НА ОБЩИНА ВЕЛИКО ТЪРНОВО (ЗАГЛ. ИЗМ. С РЕШЕНИЕ № 114 ПО ПРОТОКОЛ № 13 ОТ 23.02.2012 Г.)",B-pending,chain_scan;promulgation_unknown;freeze,0,0,0,0,0,0,unlocated,
pravilnik-na-velikotarnovskiya-obshtinski-savet-za-organizatsiyata-i-deynostta-n,ПРАВИЛНИК НА ВЕЛИКОТЪРНОВСКИЯ ОБЩИНСКИ СЪВЕТ ЗА ОРГАНИЗАЦИЯТА И ДЕЙНОСТТА НА ВЕЛИКОТЪРНОВСКИЯ ОБЩИНСКИ СЪВЕТ И НА НЕГОВИТЕ КОМИСИИ И ЗА ВЗАИМОДЕЙСТВИЕТО МУ С ОБЩИНСКАТА АДМИНИСТРАЦИЯ,B-pending,chain_scan;promulgation_unknown;freeze,0,0,0,0,0,0,unlocated,
pravilnik-na-velikotarnovskiya-obshtinski-savet-za-organizatsiyata-i-deynostta-n-2,ПРАВИЛНИК НА ВЕЛИКОТЪРНОВСКИЯ ОБЩИНСКИ СЪВЕТ ЗА ОРГАНИЗАЦИЯТА И ДЕЙНОСТТА НА ОБЩИНСКИ КОНСУЛТАТИВЕН СЪВЕТ ПО ВЪПРОСИТЕ ЗА МЛАДЕЖТА КЪМ ОБЩИНА ВЕЛИКО ТЪРНОВО,B-pending,chain_scan;promulgation_unknown;freeze,0,0,0,0,0,0,unlocated,
pravilnik-na-velikotarnovskiya-obshtinski-savet-za-organizatsiyata-i-upravleniet,"ПРАВИЛНИК НА ВЕЛИКОТЪРНОВСКИЯ ОБЩИНСКИ СЪВЕТ ЗА ОРГАНИЗАЦИЯТА И УПРАВЛЕНИЕТО НА ДЕЙНОСТТА НА ОБЩИНСКО ПРЕДПРИЯТИЕ ""ЗЕЛЕНИ СИСТЕМИ""",B-pending,chain_scan;promulgation_unknown;freeze,0,0,0,0,0,0,unlocated,
pravilnik-na-velikotarnovskiya-obshtinski-savet-za-organizatsiyata-reda-i-rabota,"ПРАВИЛНИК НА ВЕЛИКОТЪРНОВСКИЯ ОБЩИНСКИ СЪВЕТ ЗА ОРГАНИЗАЦИЯТА, РЕДА И РАБОТАТА НА ОБЩИНСКИ ФОНД ""ЗАЕДНО"" НА ОБЩИНА ВЕЛИКО ТЪРНОВО",B-pending,chain_scan;promulgation_unknown;freeze,0,0,0,0,0,0,unlocated,
pravilnik-na-velikotarnovskiya-obshtinski-savet-za-ustroystvoto-i-deynostta-na-r,ПРАВИЛНИК НА ВЕЛИКОТЪРНОВСКИЯ ОБЩИНСКИ СЪВЕТ ЗА УСТРОЙСТВОТО И ДЕЙНОСТТА НА РЕГИОНАЛЕН ИСТОРИЧЕСКИ МУЗЕЙ - ВЕЛИКО ТЪРНОВО,B-pending,chain_scan;promulgation_unknown;freeze,0,0,0,0,0,0,unlocated,
pravilnik-na-velikotarnovskiya-obshtinski-savet-za-ustroystvoto-i-deynostta-na-t,"ПРАВИЛНИК НА ВЕЛИКОТЪРНОВСКИЯ ОБЩИНСКИ СЪВЕТ ЗА УСТРОЙСТВОТО И ДЕЙНОСТТА НА ЦЕНТЪР ЗА ПОДКРЕПА ЗА ЛИЧНОСТНО РАЗВИТИЕ - ОБЩИНСКИ ДЕТСКИ КОМПЛЕКС, ГРАД ВЕЛИКО ТЪРНОВО",B-pending,chain_scan;promulgation_unknown;freeze,0,0,0,0,0,0,unlocated,
pravilnik-po-bezopasnostta-na-truda-pri-vzrivnite-raboti,ПРАВИЛНИК ПО БЕЗОПАСНОСТТА НА ТРУДА ПРИ ВЗРИВНИТЕ РАБОТИ,B-pending,chain_scan;promulgation_unknown;freeze,0,0,0,0,0,0,unlocated,
pravilnik-za-administratsiyata-na-evropeyskite-delegirani-prokurori-v-republika-,ПРАВИЛНИК ЗА АДМИНИСТРАЦИЯТА НА ЕВРОПЕЙСКИТЕ ДЕЛЕГИРАНИ ПРОКУРОРИ В РЕПУБЛИКА БЪЛГАРИЯ,B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-185280
pravilnik-za-administratsiyata-na-prokuraturata-na-republika-balgariya-paprb,ПРАВИЛНИК ЗА АДМИНИСТРАЦИЯТА НА ПРОКУРАТУРАТА НА РЕПУБЛИКА БЪЛГАРИЯ (ПАПРБ),B-pending,events_pending;chain_scan;base_audit;freeze,7,3,0,4,0,0,dv_html,dv-80942
pravilnik-za-administratsiyata-na-varhovniya-administrativen-sad,ПРАВИЛНИК ЗА АДМИНИСТРАЦИЯТА НА ВЪРХОВНИЯ АДМИНИСТРАТИВЕН СЪД,B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-139972
pravilnik-za-administratsiyata-na-varhovniya-kasatsionen-sad,ПРАВИЛНИК ЗА АДМИНИСТРАЦИЯТА НА ВЪРХОВНИЯ КАСАЦИОНЕН СЪД,B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-156396
pravilnik-za-administratsiyata-v-sadilishtata,ПРАВИЛНИК ЗА АДМИНИСТРАЦИЯТА В СЪДИЛИЩАТА,B-pending,events_pending;chain_scan;base_audit;freeze,4,2,0,2,0,0,dv_html,dv-117010
pravilnik-za-arbitrazh-ad-hok-podpomagan-ot-arbitrazhniya-sad-pri-balgarska-targ,"ПРАВИЛНИК ЗА АРБИТРАЖ ""АД ХОК"", ПОДПОМАГАН ОТ АРБИТРАЖНИЯ СЪД ПРИ БЪЛГАРСКА ТЪРГОВСКО-ПРОМИШЛЕНА ПАЛАТА",B-pending,chain_scan;promulgation_unknown;freeze,0,0,0,0,0,0,unlocated,
pravilnik-za-bezopasnost-i-zdrave-pri-rabota-po-elektroobzavezhdaneto-s-naprezhe,ПРАВИЛНИК ЗА БЕЗОПАСНОСТ И ЗДРАВЕ ПРИ РАБОТА ПО ЕЛЕКТРООБЗАВЕЖДАНЕТО С НАПРЕЖЕНИЕ ДО 1000 V,B-pending,events_pending;chain_scan;base_audit;freeze,3,2,0,1,0,0,dv_html,dv-15011
pravilnik-za-bezopasnost-i-zdrave-pri-rabota-v-elektricheski-uredbi-na-elektrich,"ПРАВИЛНИК ЗА БЕЗОПАСНОСТ И ЗДРАВЕ ПРИ РАБОТА В ЕЛЕКТРИЧЕСКИ УРЕДБИ НА ЕЛЕКТРИЧЕСКИ И ТОПЛОФИКАЦИОННИ ЦЕНТРАЛИ И ПО ЕЛЕКТРИЧЕСКИ МРЕЖИ (ЗАГЛ. ИЗМ. - ДВ, БР. 19 ОТ 2005 Г.)",B-pending,events_pending;chain_scan;promulgation_unlocated;freeze,2,1,0,1,0,0,unlocated,
